Date,Open,High,Low,Close,Adj Close,Volume
2021-04-27,454.000000,470.000000,454.000000,468.000000,468.000000,11353900
2021-04-28,468.000000,472.000000,464.000000,470.000000,470.000000,8666000
2021-04-29,470.000000,472.000000,462.000000,466.000000,466.000000,5937400
2021-04-30,466.000000,466.000000,458.000000,460.000000,460.000000,4462400
2021-05-03,460.000000,460.000000,454.000000,454.000000,454.000000,5095800
2021-05-04,454.000000,460.000000,452.000000,456.000000,456.000000,4314900
2021-05-05,456.000000,458.000000,454.000000,454.000000,454.000000,4480500
2021-05-06,454.000000,458.000000,454.000000,456.000000,456.000000,4012600
2021-05-07,456.000000,458.000000,454.000000,454.000000,454.000000,4378600
2021-05-10,454.000000,458.000000,452.000000,454.000000,454.000000,3033900
2021-05-11,456.000000,458.000000,454.000000,456.000000,456.000000,4355900
2021-05-17,456.000000,460.000000,452.000000,452.000000,452.000000,5789300
2021-05-18,454.000000,454.000000,450.000000,452.000000,452.000000,3343500
2021-05-19,450.000000,454.000000,450.000000,452.000000,452.000000,4568400
2021-05-20,450.000000,456.000000,450.000000,450.000000,450.000000,3782000
2021-05-21,450.000000,454.000000,448.000000,450.000000,450.000000,4365500
